Airline,Source,Destination,Total_Stops,Price,Dep_Hour,Dep_Min,Arrival_Hour,Arrival_Min,Date,Month,Duration_Hours,Duration_Mins,Weekday,day/night
Jet Airways,Delhi,Cochin,2,10368,5,30,4,25,6,6,22.0,55,4,1.0
IndiGo,Delhi,Cochin,2,8146,6,40,21,20,3,9,14.0,40,2,1.0
Jet Airways,Delhi,Cochin,1,12242,13,0,4,25,27,3,15.0,25,3,3.0
Jet Airways,Banglore,Delhi,1,9134,8,0,15,15,15,3,7.0,15,5,2.0
Air India,Delhi,Cochin,2,10939,13,15,9,25,6,6,20.0,10,4,3.0
Air India,Delhi,Cochin,2,11753,10,55,7,40,6,6,20.0,45,4,2.0
SpiceJet,Kolkata,Banglore,0,4174,17,10,19,40,24,4,2.0,30,3,4.0
Jet Airways,Kolkata,Banglore,1,10844,20,0,19,50,21,5,23.0,50,2,5.0
Jet Airways,Delhi,Cochin,1,14714,16,0,19,0,6,3,3.0,0,3,4.0
Jet Airways,Kolkata,Banglore,1,9899,6,30,12,0,6,12,5.0,30,5,1.0
IndiGo,Delhi,Cochin,1,14871,9,10,21,0,3,3,11.0,50,7,2.0
IndiGo,Chennai,Kolkata,0,7295,13,20,15,35,3,6,2.0,15,1,3.0
Air India,Delhi,Cochin,2,13465,18,45,19,15,6,6,24.0,30,4,4.0
SpiceJet,Chennai,Kolkata,0,3543,17,45,20,5,21,5,2.0,20,2,4.0
Multiple carriers,Delhi,Cochin,1,7198,19,0,1,30,27,6,6.0,30,4,4.0
Jet Airways,Delhi,Cochin,1,10262,8,0,4,25,6,1,20.0,25,7,2.0
IndiGo,Kolkata,Banglore,0,4148,15,20,17,55,15,3,2.0,35,5,3.0
Jet Airways,Banglore,Delhi,0,8016,15,15,18,10,27,6,2.0,55,4,3.0
Jet Airways,Delhi,Cochin,1,10262,22,50,4,25,6,9,5.0,35,5,5.0
SpiceJet,Kolkata,Banglore,0,3841,14,55,17,25,15,6,2.0,30,6,3.0
Jet Airways,Banglore,Delhi,1,11507,9,45,0,30,3,12,14.0,45,2,2.0
Jet Airways,Kolkata,Banglore,1,14781,8,25,20,45,5,1,12.0,20,6,2.0
Jet Airways,Delhi,Cochin,1,16079,17,30,19,0,27,5,1.0,30,1,4.0
Jet Airways,Delhi,Cochin,1,12898,22,50,4,25,27,5,5.0,35,1,5.0
Multiple carriers,Delhi,Cochin,1,15353,7,30,19,15,3,6,11.0,45,1,1.0
IndiGo,Banglore,Delhi,0,7303,18,25,21,20,24,3,2.0,55,7,4.0
SpiceJet,Kolkata,Banglore,1,6197,15,5,20,45,24,3,5.0,40,7,3.0
Air India,Kolkata,Banglore,1,8996,9,10,13,15,6,9,4.0,5,5,2.0
IndiGo,Delhi,Cochin,1,6528,14,20,22,20,21,3,8.0,0,4,3.0
GoAir,Banglore,Delhi,0,4239,20,55,23,40,4,9,2.0,45,3,5.0
IndiGo,Kolkata,Banglore,0,4148,20,25,23,5,3,12,2.0,40,2,5.0
SpiceJet,Banglore,Delhi,0,3971,21,10,0,5,24,5,2.0,55,5,5.0
Air Asia,Kolkata,Banglore,1,5192,7,35,23,30,5,6,15.0,55,3,1.0
Jet Airways,Delhi,Cochin,2,9483,13,25,12,35,4,9,23.0,10,3,3.0
Jet Airways,Delhi,Cochin,2,18804,11,40,19,0,6,3,7.0,20,3,2.0
Air India,Delhi,Cochin,0,5201,5,10,8,0,18,6,2.0,50,2,1.0
Jet Airways,Delhi,Cochin,1,16079,11,30,19,0,27,5,7.0,30,1,2.0
Jet Airways,Banglore,Delhi,0,7229,19,50,22,50,15,6,3.0,0,6,4.0
Multiple carriers,Delhi,Cochin,1,6795,17,45,1,30,27,5,7.0,45,1,4.0
Jet Airways,Kolkata,Banglore,1,10953,9,35,10,55,5,9,1.0,20,4,2.0
Multiple carriers,Delhi,Cochin,2,15965,15,5,1,30,24,6,10.0,25,1,3.0
Air India,Delhi,Cochin,2,9968,12,55,19,15,4,9,6.0,20,3,3.0
IndiGo,Kolkata,Banglore,0,4804,22,15,0,50,6,6,2.0,35,4,5.0
Jet Airways,Delhi,Cochin,1,16079,10,0,19,0,27,5,9.0,0,1,2.0
Jet Airways,Delhi,Cochin,2,11507,21,25,12,35,6,12,15.0,10,5,5.0
Air India,Kolkata,Banglore,2,11542,9,25,13,45,6,9,4.0,20,5,2.0
Jet Airways,Banglore,Delhi,0,7229,17,45,20,45,24,4,3.0,0,3,4.0
Jet Airways,Banglore,Delhi,0,4544,6,0,8,45,27,4,2.0,45,6,1.0
IndiGo,Delhi,Cochin,1,6496,5,10,10,5,15,5,4.0,55,3,1.0
IndiGo,Kolkata,Banglore,0,4804,21,25,0,5,15,6,2.0,40,6,5.0
Air India,Banglore,Delhi,1,13439,11,5,9,15,3,1,22.0,10,4,2.0
Jet Airways,Delhi,Cochin,1,6540,18,15,4,25,27,3,10.0,10,3,4.0
IndiGo,Banglore,Delhi,0,4591,23,30,2,20,6,1,2.0,50,7,5.0
IndiGo,Banglore,Delhi,1,4437,16,15,20,35,18,3,4.0,20,1,4.0
Air Asia,Delhi,Cochin,1,6151,20,10,7,10,21,3,11.0,0,4,5.0
Jet Airways,Banglore,Delhi,0,7754,17,45,20,45,21,6,3.0,0,5,4.0
Jet Airways,Delhi,Cochin,1,10262,14,0,12,35,24,6,22.0,35,1,3.0
Jet Airways,Banglore,Delhi,0,8016,18,55,22,0,6,9,3.0,5,5,4.0
SpiceJet,Kolkata,Banglore,0,4781,6,55,9,35,24,3,2.0,40,7,1.0
Vistara,Banglore,Delhi,0,4668,11,30,14,20,27,6,2.0,50,4,2.0
Air India,Banglore,Delhi,1,14594,11,50,8,55,3,6,21.0,5,1,2.0
Jet Airways,Kolkata,Banglore,1,14231,16,55,4,45,24,3,11.0,50,7,4.0
Air India,Delhi,Cochin,1,8425,5,15,6,50,15,5,1.0,35,3,1.0
Multiple carriers,Delhi,Cochin,1,9646,7,5,22,30,6,12,15.0,25,5,1.0
IndiGo,Chennai,Kolkata,0,7295,14,40,17,5,3,3,2.0,25,7,3.0
Air Asia,Kolkata,Banglore,1,5162,6,50,10,30,4,9,3.0,40,3,1.0
IndiGo,Banglore,Delhi,0,6860,18,25,21,20,3,9,2.0,55,2,4.0
Vistara,Delhi,Cochin,0,6216,6,0,9,10,15,4,3.0,10,1,1.0
Air Asia,Kolkata,Banglore,1,5192,7,35,19,25,24,5,11.0,50,5,1.0
IndiGo,Banglore,Delhi,0,4823,20,0,22,50,4,9,2.0,50,3,5.0
SpiceJet,Banglore,Delhi,0,3919,9,30,12,20,4,3,2.0,50,1,2.0
IndiGo,Mumbai,Hyderabad,0,2754,19,5,20,35,6,3,1.0,30,3,4.0
Multiple carriers,Delhi,Cochin,1,9315,7,30,19,0,5,9,11.0,30,4,1.0
Multiple carriers,Delhi,Cochin,1,11667,10,0,18,50,27,3,8.0,50,3,2.0
Jet Airways,Kolkata,Banglore,1,6224,8,25,4,40,6,12,20.0,15,5,2.0
Air India,Kolkata,Banglore,2,13349,9,25,5,35,24,3,20.0,10,7,2.0
Jet Airways,Banglore,Delhi,1,11087,16,55,9,0,18,3,16.0,5,1,4.0
Multiple carriers,Delhi,Cochin,1,15603,13,0,1,35,3,6,12.0,35,1,3.0
Jet Airways,Delhi,Cochin,2,15129,19,30,12,35,5,9,17.0,5,4,4.0
IndiGo,Banglore,Delhi,0,4823,16,55,19,55,4,9,3.0,0,3,4.0
Vistara,Kolkata,Banglore,1,8452,7,10,22,40,5,1,15.0,30,6,1.0
Multiple carriers,Delhi,Cochin,1,12524,7,30,19,0,6,6,11.0,30,4,1.0
SpiceJet,Chennai,Kolkata,0,3384,17,45,20,5,27,3,2.0,20,3,4.0
Jet Airways,Delhi,Cochin,1,10262,19,15,19,0,6,1,23.0,45,7,4.0
SpiceJet,Mumbai,Hyderabad,0,1965,13,15,14,45,18,6,1.0,30,2,3.0
IndiGo,Kolkata,Banglore,0,4804,22,15,0,50,18,5,2.0,35,6,5.0
Jet Airways,Delhi,Cochin,1,16079,18,15,19,0,27,5,24.0,45,1,4.0
Jet Airways,Delhi,Cochin,2,13292,21,25,19,0,6,1,21.0,35,7,5.0
Air Asia,Delhi,Cochin,1,6751,7,55,13,25,5,9,5.0,30,4,1.0
Air India,Delhi,Cochin,1,8669,7,0,19,15,15,5,12.0,15,3,1.0
IndiGo,Delhi,Cochin,1,14871,17,30,1,35,3,3,8.0,5,7,4.0
Jet Airways,Delhi,Cochin,1,12898,14,0,19,0,21,5,5.0,0,2,3.0
SpiceJet,Banglore,Delhi,0,3919,9,30,12,20,6,6,2.0,50,4,2.0
Multiple carriers,Delhi,Cochin,1,23017,12,50,19,15,3,1,6.0,25,4,3.0
IndiGo,Chennai,Kolkata,0,3597,19,35,21,55,6,3,2.0,20,3,4.0
Air India,Banglore,Delhi,0,10741,17,0,19,45,3,9,2.0,45,2,4.0
Air India,Kolkata,Banglore,2,11432,16,50,5,35,6,6,12.0,45,4,4.0
Jet Airways,Banglore,Delhi,1,11087,18,55,10,45,3,12,15.0,50,2,4.0
Jet Airways,Delhi,Cochin,2,13292,9,35,12,35,6,3,3.0,0,3,2.0
Air India,Delhi,Cochin,3,10493,5,15,7,40,15,6,2.0,25,6,1.0
GoAir,Banglore,Delhi,0,7631,7,45,10,40,3,9,2.0,55,2,1.0
Air India,Delhi,Cochin,2,13381,6,50,7,40,6,6,24.0,50,4,1.0
Jet Airways,Kolkata,Banglore,1,13731,20,0,4,40,6,6,8.0,40,4,5.0
Air India,Delhi,Cochin,2,11911,5,55,7,40,21,5,1.0,45,2,1.0
IndiGo,Banglore,Delhi,0,4591,23,30,2,20,18,4,2.0,50,4,5.0
Multiple carriers,Delhi,Cochin,1,14848,13,0,19,15,6,3,6.0,15,3,3.0
Multiple carriers,Delhi,Cochin,1,8266,8,45,19,15,6,12,10.0,30,5,2.0
Air India,Delhi,Cochin,2,12392,17,15,19,15,18,5,2.0,0,6,4.0
Jet Airways,Kolkata,Banglore,1,13044,18,55,12,0,6,12,17.0,5,5,4.0
Jet Airways,Delhi,Cochin,1,12898,7,5,4,25,21,5,21.0,20,2,1.0
Jet Airways,Delhi,Cochin,1,12242,22,50,4,25,21,3,5.0,35,4,5.0
IndiGo,Banglore,Delhi,0,3943,10,10,13,0,18,5,2.0,50,6,2.0
Vistara,Kolkata,Banglore,1,11105,20,20,22,10,24,3,1.0,50,7,5.0
Jet Airways,Kolkata,Banglore,1,14388,21,10,9,20,5,12,12.0,10,4,5.0
Jet Airways,Delhi,Cochin,2,13014,19,30,12,35,18,5,17.0,5,6,4.0
Multiple carriers,Delhi,Cochin,1,15411,10,20,18,50,3,6,8.0,30,1,2.0
Jet Airways,Delhi,Cochin,1,16289,19,45,18,50,3,9,23.0,5,2,4.0
IndiGo,Delhi,Cochin,1,6442,6,50,16,10,15,5,9.0,20,3,1.0
Jet Airways,Kolkata,Banglore,1,10844,8,25,16,20,18,5,7.0,55,6,2.0
Jet Airways,Mumbai,Hyderabad,0,5678,10,20,11,50,18,5,1.0,30,6,2.0
IndiGo,Banglore,Delhi,0,6906,23,30,2,20,4,12,2.0,50,3,5.0
SpiceJet,Chennai,Kolkata,0,3543,9,45,12,0,21,5,2.0,15,2,2.0
Jet Airways,Delhi,Cochin,1,14714,9,0,19,0,6,6,10.0,0,4,2.0
Vistara Premium economy,Banglore,Delhi,0,11793,16,0,18,35,3,3,2.0,35,7,4.0
Multiple carriers,Delhi,Cochin,1,14323,11,30,19,15,15,5,7.0,45,3,2.0
SpiceJet,Banglore,Delhi,0,3971,21,10,0,5,4,9,2.0,55,3,5.0
Vistara,Kolkata,Banglore,1,8452,20,20,22,40,5,6,2.0,20,3,5.0
Vistara,Banglore,Delhi,0,5403,7,0,9,40,4,12,2.0,40,3,1.0
Multiple carriers,Delhi,Cochin,1,13727,10,0,21,0,5,9,11.0,0,4,2.0
Air India,Kolkata,Banglore,2,12639,10,0,5,25,4,1,19.0,25,5,2.0
Jet Airways,Banglore,Delhi,0,5198,15,15,18,10,18,4,2.0,55,4,3.0
Vistara,Banglore,Delhi,0,4878,19,30,22,15,6,1,2.0,45,7,4.0
Jet Airways,Delhi,Cochin,1,12373,19,45,19,0,18,5,23.0,15,6,4.0
Multiple carriers,Delhi,Cochin,1,8552,7,10,16,10,3,3,9.0,0,7,1.0
Vistara,Delhi,Cochin,0,6741,14,40,17,50,21,4,3.0,10,7,3.0
Multiple carriers,Delhi,Cochin,1,6481,12,50,19,15,4,9,6.0,25,3,3.0
Multiple carriers,Delhi,Cochin,1,7354,10,35,19,15,6,6,8.0,40,4,2.0
Air India,Banglore,Delhi,0,5228,21,5,23,55,21,4,2.0,50,7,5.0
Jet Airways,Kolkata,Banglore,1,10844,8,25,20,45,5,12,12.0,20,4,2.0
IndiGo,Delhi,Cochin,1,6347,6,50,12,10,18,5,5.0,20,6,1.0
Air India,Banglore,Delhi,1,5013,8,15,12,15,15,3,4.0,0,5,2.0
Jet Airways,Kolkata,Banglore,1,9663,18,55,4,40,6,9,9.0,45,5,4.0
IndiGo,Banglore,Delhi,0,4823,18,25,21,20,4,6,2.0,55,2,4.0
Air India,Delhi,Cochin,2,13381,16,55,19,15,24,6,2.0,20,1,4.0
SpiceJet,Chennai,Kolkata,0,3543,9,45,12,0,6,1,2.0,15,7,2.0
Jet Airways,Kolkata,Banglore,1,9663,18,55,4,40,15,5,9.0,45,3,4.0
Jet Airways,Kolkata,Banglore,1,7064,18,55,19,50,4,1,24.0,55,5,4.0
Jet Airways,Delhi,Cochin,1,10262,7,5,19,0,6,9,11.0,55,5,1.0
Air India,Delhi,Cochin,2,13013,10,55,19,15,6,1,8.0,20,7,2.0
Jet Airways,Delhi,Cochin,2,15339,19,10,12,35,27,6,17.0,25,4,4.0
GoAir,Banglore,Delhi,0,4937,11,40,14,30,18,4,2.0,50,4,2.0
IndiGo,Delhi,Cochin,1,6818,5,5,12,10,6,6,7.0,5,4,1.0
Air India,Delhi,Cochin,2,10441,22,0,19,15,18,5,21.0,15,6,5.0
Jet Airways,Delhi,Cochin,1,5177,14,0,19,0,4,3,5.0,0,1,3.0
IndiGo,Chennai,Kolkata,0,3858,11,35,14,0,27,6,2.0,25,4,2.0
IndiGo,Kolkata,Banglore,1,6534,21,0,2,15,18,5,5.0,15,6,5.0
Multiple carriers,Delhi,Cochin,1,6795,10,20,1,30,15,6,15.0,10,6,2.0
Multiple carriers,Delhi,Cochin,1,9736,7,30,19,15,6,3,11.0,45,3,1.0
Jet Airways,Banglore,Delhi,0,7229,19,50,22,50,5,1,3.0,0,6,4.0
SpiceJet,Delhi,Cochin,1,4957,17,55,22,50,24,4,4.0,55,3,4.0
IndiGo,Banglore,Delhi,0,7648,6,0,8,45,3,9,2.0,45,2,1.0
SpiceJet,Kolkata,Banglore,0,3873,14,55,17,25,15,6,2.0,30,6,3.0
Jet Airways,Kolkata,Banglore,1,14388,18,55,4,40,5,12,9.0,45,4,4.0
IndiGo,Kolkata,Banglore,0,5618,17,15,19,55,3,6,2.0,40,1,4.0
Multiple carriers,Delhi,Cochin,1,7408,19,0,1,30,6,9,6.0,30,5,4.0
Air Asia,Delhi,Cochin,1,13774,16,45,22,15,3,3,5.0,30,7,4.0
Vistara,Banglore,Delhi,0,4668,7,0,9,40,5,3,2.0,40,2,1.0
Jet Airways,Delhi,Cochin,2,13082,18,20,4,25,21,3,10.0,5,4,4.0
Air India,Delhi,Cochin,1,8669,3,50,19,15,6,3,15.0,25,3,6.0
IndiGo,Delhi,Cochin,1,6316,16,0,1,30,24,6,9.0,30,1,4.0
Jet Airways,Delhi,Cochin,1,12583,22,20,4,25,3,6,6.0,5,1,5.0
Vistara,Banglore,Delhi,0,7923,16,10,18,50,3,9,2.0,40,2,4.0
GoAir,Delhi,Cochin,1,7378,7,0,12,50,3,3,5.0,50,7,1.0
Vistara,Banglore,Delhi,0,4878,19,30,22,15,6,3,2.0,45,3,4.0
Jet Airways,Kolkata,Banglore,1,10844,16,30,19,50,18,5,3.0,20,6,4.0
Jet Airways,Banglore,Delhi,0,7229,8,20,11,20,4,3,3.0,0,1,2.0
SpiceJet,Delhi,Cochin,1,6297,6,5,11,20,21,5,5.0,15,2,1.0
Jet Airways,Kolkata,Banglore,1,8529,20,0,12,0,6,12,16.0,0,5,5.0
Multiple carriers,Delhi,Cochin,1,13727,14,0,21,0,18,5,7.0,0,6,3.0
SpiceJet,Kolkata,Banglore,1,6643,8,35,17,15,24,5,8.0,40,5,2.0
Multiple carriers,Delhi,Cochin,1,10197,10,0,19,0,5,9,9.0,0,4,2.0
SpiceJet,Kolkata,Banglore,0,4911,22,20,0,40,21,4,2.0,20,7,5.0
IndiGo,Chennai,Kolkata,0,6482,5,15,7,35,3,6,2.0,20,1,1.0
Jet Airways,Banglore,Delhi,1,23017,8,55,15,15,3,1,6.0,20,4,2.0
IndiGo,Kolkata,Banglore,1,3717,19,20,23,45,18,5,4.0,25,6,4.0
IndiGo,Chennai,Kolkata,0,3597,13,15,15,35,6,1,2.0,20,7,3.0
Air India,Banglore,Delhi,2,10846,11,5,22,10,18,3,11.0,5,1,2.0
Air India,Banglore,Delhi,1,14069,5,50,22,45,3,1,16.0,55,4,1.0
Jet Airways,Delhi,Cochin,1,5177,22,50,12,35,4,1,13.0,45,5,5.0
Air India,Delhi,Cochin,2,14641,5,55,7,40,3,6,1.0,45,1,1.0
IndiGo,Delhi,Cochin,1,6442,8,35,22,30,6,6,13.0,55,4,2.0
Air India,Delhi,Cochin,1,5704,17,45,23,0,21,3,5.0,15,4,4.0
Jet Airways,Kolkata,Banglore,1,9663,14,5,9,20,5,6,19.0,15,3,3.0
Jet Airways,Delhi,Cochin,1,14714,20,55,4,25,6,6,7.0,30,4,5.0
Jet Airways,Delhi,Cochin,1,5406,10,0,19,0,4,1,9.0,0,5,2.0
Vistara,Kolkata,Banglore,1,8610,20,20,20,20,15,5,24.0,0,3,5.0
Jet Airways,Delhi,Cochin,2,14237,18,25,12,35,6,12,18.0,10,5,4.0
IndiGo,Banglore,Delhi,0,4823,7,10,10,5,6,9,2.0,55,5,1.0
IndiGo,Mumbai,Hyderabad,0,2227,20,5,21,35,27,3,1.0,30,3,5.0
Jet Airways,Delhi,Cochin,1,12373,7,5,4,25,18,5,21.0,20,6,1.0
Air India,Delhi,Cochin,1,8372,13,0,19,15,6,6,6.0,15,4,3.0
Jet Airways,Delhi,Cochin,1,17024,13,55,4,25,3,3,14.0,30,7,3.0
Air India,Mumbai,Hyderabad,0,3100,21,5,22,25,27,5,1.0,20,1,5.0
Jet Airways,Delhi,Cochin,1,14053,6,50,19,45,3,9,12.0,55,2,1.0
IndiGo,Chennai,Kolkata,0,3540,5,15,7,40,5,9,2.0,25,4,1.0
Vistara,Kolkata,Banglore,1,9345,20,20,18,50,21,5,22.0,30,2,5.0
Jet Airways,Delhi,Cochin,2,10368,5,30,4,25,6,1,22.0,55,7,1.0
Jet Airways,Banglore,Delhi,1,23017,7,0,12,25,3,1,5.0,25,4,1.0
SpiceJet,Mumbai,Hyderabad,0,5755,8,50,10,15,3,9,1.0,25,2,2.0
Jet Airways,Banglore,Delhi,1,7832,8,55,16,10,21,3,7.0,15,4,2.0
Jet Airways,Kolkata,Banglore,1,14388,8,25,20,45,5,6,12.0,20,3,2.0
Air India,Delhi,Cochin,2,8839,13,15,9,25,27,6,20.0,10,4,3.0
Air India,Delhi,Cochin,2,22096,22,0,19,15,3,3,21.0,15,7,5.0
Vistara,Chennai,Kolkata,0,3687,7,5,9,20,27,5,2.0,15,1,1.0
Multiple carriers,Delhi,Cochin,1,9627,8,30,19,0,15,5,10.0,30,3,2.0
Multiple carriers,Delhi,Cochin,1,13542,11,30,1,35,21,3,14.0,5,4,2.0
IndiGo,Banglore,Delhi,0,4423,4,0,6,50,27,4,2.0,50,6,1.0
IndiGo,Delhi,Cochin,2,8899,4,55,21,20,3,3,16.0,25,7,1.0
SpiceJet,Delhi,Cochin,1,5583,6,5,11,20,21,4,5.0,15,7,1.0
Air Asia,Delhi,Cochin,1,6752,16,45,6,35,27,5,13.0,50,1,4.0
SpiceJet,Chennai,Kolkata,0,3543,8,20,10,35,21,5,2.0,15,2,2.0
Jet Airways,Banglore,Delhi,1,7832,8,0,15,15,21,3,7.0,15,4,2.0
Air India,Kolkata,Banglore,2,10991,5,50,8,55,5,1,3.0,5,6,1.0
Jet Airways,Delhi,Cochin,1,12898,9,0,12,35,27,5,3.0,35,1,2.0
Jet Airways,Delhi,Cochin,1,12898,14,0,19,0,27,5,5.0,0,1,3.0
GoAir,Banglore,Delhi,0,3398,11,40,14,30,24,5,2.0,50,5,2.0
Air India,Delhi,Cochin,0,5201,5,10,8,0,24,4,2.0,50,3,1.0
Air India,Kolkata,Banglore,2,13873,10,0,1,20,5,6,15.0,20,3,2.0
Air India,Delhi,Cochin,1,7384,17,40,23,0,15,6,5.0,20,6,4.0
Jet Airways,Delhi,Cochin,1,10262,18,15,4,25,6,6,10.0,10,4,4.0
Jet Airways,Kolkata,Banglore,1,10031,8,25,12,0,24,3,3.0,35,7,2.0
Jet Airways,Kolkata,Banglore,1,12384,9,35,19,10,5,6,9.0,35,3,2.0
Jet Airways,Kolkata,Banglore,1,7757,14,5,18,15,5,9,4.0,10,4,3.0
Jet Airways,Banglore,Delhi,1,17261,21,25,11,25,3,6,14.0,0,1,5.0
SpiceJet,Chennai,Kolkata,0,7298,9,30,12,5,3,1,2.0,35,4,2.0
Jet Airways,Banglore,Delhi,0,7229,15,15,18,10,4,6,2.0,55,2,3.0
IndiGo,Kolkata,Banglore,0,4174,4,40,7,15,4,1,2.0,35,5,1.0
IndiGo,Kolkata,Banglore,1,5699,17,35,22,15,18,5,4.0,40,6,4.0
Air India,Kolkata,Banglore,0,4880,14,15,16,45,24,4,2.0,30,3,3.0
Air India,Delhi,Cochin,1,15284,8,0,19,15,3,6,11.0,15,1,2.0
Jet Airways,Kolkata,Banglore,1,13759,8,25,16,20,24,3,7.0,55,7,2.0
Vistara,Kolkata,Banglore,1,16092,9,55,18,45,24,3,8.0,50,7,2.0
IndiGo,Mumbai,Hyderabad,0,4392,6,20,7,45,3,9,1.0,25,2,1.0
Jet Airways,Delhi,Cochin,1,10262,20,55,12,35,24,6,15.0,40,1,5.0
SpiceJet,Kolkata,Banglore,0,3841,6,55,9,30,6,12,2.0,35,5,1.0
GoAir,Banglore,Delhi,0,5048,7,45,10,40,6,1,2.0,55,7,1.0
Air India,Kolkata,Banglore,1,11096,7,0,20,25,21,5,13.0,25,2,1.0
IndiGo,Delhi,Cochin,1,5073,7,35,12,10,24,4,4.0,35,3,1.0
Jet Airways,Delhi,Cochin,1,19828,9,55,4,25,3,3,18.0,30,7,2.0
Vistara,Chennai,Kolkata,0,3739,7,5,9,20,21,3,2.0,15,4,1.0
Air India,Delhi,Cochin,2,10598,5,0,19,15,3,9,34.5,15,2,1.0
Jet Airways,Banglore,Delhi,0,7229,18,55,22,0,15,6,3.0,5,6,4.0
Vistara,Kolkata,Banglore,1,8610,17,0,18,50,4,1,1.0,50,5,4.0
Vistara,Delhi,Cochin,0,6216,14,40,17,50,5,9,3.0,10,4,3.0
Air India,Banglore,Delhi,0,6961,13,20,16,10,6,9,2.0,50,5,3.0
Jet Airways,Kolkata,Banglore,1,10703,9,35,21,5,5,6,11.0,30,3,2.0
Jet Airways,Kolkata,Banglore,1,14151,17,0,23,35,15,5,6.0,35,3,4.0
Jet Airways,Kolkata,Banglore,1,8586,6,30,10,5,5,9,3.0,35,4,1.0
IndiGo,Kolkata,Banglore,0,4488,20,20,22,55,4,12,2.0,35,3,5.0
Multiple carriers,Delhi,Cochin,1,7408,18,0,1,30,15,6,7.0,30,6,4.0
Jet Airways,Delhi,Cochin,0,5443,11,0,14,15,18,4,3.0,15,4,2.0
Jet Airways,Kolkata,Banglore,1,10539,9,35,19,10,6,12,9.0,35,5,2.0
Multiple carriers,Delhi,Cochin,1,7723,13,0,1,30,6,1,12.0,30,7,3.0
Multiple carriers,Delhi,Cochin,1,15411,7,30,18,50,3,6,11.0,20,1,1.0
Jet Airways,Banglore,Delhi,0,7229,7,10,10,10,21,5,3.0,0,2,1.0
IndiGo,Kolkata,Banglore,0,4804,20,20,22,55,21,6,2.0,35,5,5.0
Jet Airways,Mumbai,Hyderabad,0,4050,2,55,4,25,3,3,1.0,30,7,6.0
Jet Airways,Kolkata,Banglore,1,14151,17,0,19,10,18,5,2.0,10,6,4.0
SpiceJet,Delhi,Cochin,1,4957,17,55,22,50,4,6,4.0,55,2,4.0
Air India,Banglore,Delhi,0,7591,21,10,23,55,3,3,2.0,45,7,5.0
Jet Airways,Kolkata,Banglore,1,11134,13,55,22,35,24,3,8.0,40,7,3.0
IndiGo,Delhi,Cochin,1,6600,5,5,12,10,27,5,7.0,5,1,1.0
Air India,Banglore,Delhi,0,4966,21,10,23,55,3,9,2.0,45,2,5.0
Air India,Delhi,Cochin,2,15481,6,50,7,40,6,1,24.0,50,7,1.0
SpiceJet,Kolkata,Banglore,0,5515,22,20,0,40,3,1,2.0,20,4,5.0
Jet Airways,Delhi,Cochin,1,14714,8,0,19,0,15,6,11.0,0,6,2.0
GoAir,Delhi,Cochin,1,4959,10,35,19,35,15,6,9.0,0,6,2.0
Jet Airways,Banglore,Delhi,0,7229,11,10,14,5,21,4,2.0,55,7,2.0
Air India,Delhi,Cochin,0,6094,18,5,21,10,15,5,3.0,5,3,4.0
Air Asia,Kolkata,Banglore,0,4409,10,20,12,55,24,4,2.0,35,3,2.0
Multiple carriers,Delhi,Cochin,1,9794,6,0,19,0,18,5,13.0,0,6,1.0
Jet Airways,Mumbai,Hyderabad,0,5678,2,55,4,20,4,3,1.0,25,1,6.0
IndiGo,Delhi,Cochin,1,6442,8,35,16,10,15,6,7.0,35,6,2.0
Vistara,Banglore,Delhi,0,4878,7,0,9,40,18,5,2.0,40,6,1.0
Jet Airways,Kolkata,Banglore,1,12446,21,10,10,5,24,3,12.0,55,7,5.0
Jet Airways,Delhi,Cochin,2,16704,23,5,4,25,5,9,5.0,20,4,5.0
Jet Airways,Banglore,Delhi,1,9134,5,45,10,45,15,3,5.0,0,5,1.0
Jet Airways,Kolkata,Banglore,1,8586,20,0,4,40,15,5,8.0,40,3,5.0
Jet Airways,Banglore,Delhi,0,7229,7,10,10,10,6,1,3.0,0,7,1.0
Jet Airways,Banglore,Delhi,0,6144,7,10,10,10,21,4,3.0,0,7,1.0
Air India,Banglore,Delhi,0,6961,10,0,12,45,18,5,2.0,45,6,2.0
Jet Airways,Kolkata,Banglore,1,10844,16,30,4,40,5,9,12.0,10,4,4.0
IndiGo,Chennai,Kolkata,0,3597,19,35,21,55,21,5,2.0,20,2,4.0
SpiceJet,Banglore,Delhi,1,7139,10,20,18,15,21,3,7.0,55,4,2.0
Air India,Mumbai,Hyderabad,2,23017,9,40,15,15,3,6,5.0,35,1,2.0
Jet Airways,Delhi,Cochin,2,10368,9,40,12,35,6,1,2.0,55,7,2.0
Air India,Delhi,Cochin,1,5117,20,40,9,25,4,6,12.0,45,2,5.0
Multiple carriers,Delhi,Cochin,1,9211,11,40,19,15,18,5,7.0,35,6,2.0
SpiceJet,Kolkata,Banglore,0,4174,17,10,19,40,15,4,2.0,30,1,4.0
Multiple carriers,Delhi,Cochin,1,10786,7,30,19,15,27,5,11.0,45,1,1.0
Jet Airways,Banglore,Delhi,1,9134,8,0,7,40,15,3,23.0,40,5,2.0
Jet Airways,Delhi,Cochin,2,13376,14,35,4,25,6,1,13.0,50,7,3.0
Air India,Banglore,Delhi,1,6955,22,0,10,50,21,3,12.0,50,4,5.0
Jet Airways,Kolkata,Banglore,1,10844,8,25,18,15,5,9,9.0,50,4,2.0
